text,sentiment
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,Negative
RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF,Positive
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
Really enjoyed everything @marcorubio had to say last night. #Rubio2016 #GOPDebate #AmericaOnPoint,Positive
After #GOPDebate He's on top!  Go @RealBenCarson Go!!  #FoxNews and  @megynkelly keep Ben on the air! http://t.co/DgGlgoNasd,Positive
Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates,Negative
"#Kasich ""I do believe in miracles"" ""restore common sense"" bam for the win!!! #GOPDebates that's a CHRISTIAN!",Positive
No one summed it up better than #BernieSanders. #GOPDebate  https://t.co/jL65PKp3Ua,Positive
"If I had to vote today, it would be @realDonaldTrump! #GOPDebate #leader #dominated I saw a CEO of the panel. #CEO of the #Country.",Positive
#GOPDebates #ChrisChristie is no more conservative than Obama (whose hand he held while blaming GOP 4 Sandy!  http://t.co/gLubXG8WLV #pjnet,Positive
Are there ANY people of color in this #GOPDebate audience? I’m asking for a friend. #GOPDebate,Negative
RT @ItsShoBoy: #GOPDebate Reveals @GOP Candidates’s Terrifying Fantasies About #Abortion http://t.co/GYjq13nW35 #TNTVote #AINF #tlot #p2 #t…,Negative
"RT @TimFederle: Three questions I'd ask at the #GOPDebate:
1. Are you nice to waiters?
2. Do you have gay friends?
2a. Ok, name them
3. No …",Negative
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
@realDonaldTrump @FoxNews His new name is the #TeflonDon.  Nothing Fox throws at him will stick! #GOPDebates @megynkelly @BretBaier,Positive
My personal front runners for #2016 : #Cruz #Carson #Trump #GOPDebate,Positive
"BTW ... @CarlyFiorina earned a spot at the ""big table"" for next debate, don't you think?  #GOPDebate #shebrungit",Positive
"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",Positive
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
RT @MN4RAND: Glenn Beck is saying Rand is a big winner in the #GOPDebate and Christie is a big loser. #StandWithRand #GetAWarrant  @RandPaul,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
If I had to vote Republican (God forbid) #JohnKasich would have my vote. #RepublicanDebate #FoxNews #GOPdebates,Positive
.@USAToday calls @GovMikeHuckabee debate closing a “show-stopping zinger” #ImWithHuck #GOPDebate,Positive
"RT @marcorubio: This election better be about the future, not the past. #GOPDebate",Negative
#GOPDebate Ben Carson not the first to use half-brain removal during brain surgery-- evidence on Capital Hill someone beat him to it--HA!,Negative
"I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates",Positive
"""I'm a new kind of Republican moving the party forward! But women shouldn't have control over their own bodies!"" ~ Republicans #GOPDebate",Negative
"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",Positive
Amazing! Marco Rubio schools @ChrisCuomo on when life begins: https://t.co/PrKLk6X4Ji #ProLife #GOPDebate #TCOT,Positive
"#WhyWeAreALaughingstock. ""@GKMTNtwits: NEW STATEMENT on #GOPDEBATE: It's not a debate, it's an embarrassment:  @CorrectRecord #TruthMatter""",Negative
I buy the theory @CarlyFiorina performed well and held her own during the #GOPDebate last night. https://t.co/jmEkk2adkH,Positive
RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Positive
"Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religious nut #GOPDebate",Negative
"After #GOPDebate, @realDonaldTrump still #1 with Twitter but loosing ground. http://t.co/tXiMY82SOQ http://t.co/cVclcb6UBM",Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @JHoganGidley: VIDEO: @GovMikeHuckabee Crushes Frank Luntz @FoxNews focus group: http://t.co/zTrUVoFwGG 
cc: @FrankLuntz #Huckabee2016 #…",Positive
These crazy republicans losers diss Hillary Clinton like every two minutes lmaooooooooo #GOPDebate,Negative
RT @AmyMek: How pathetic &amp; transparent -&gt;.@FrankLuntz goes right after @realDonaldTrump &amp; is doing his best to push Rhinos! #GOPDebate,Negative
RT @ItsShoBoy: #GOPDebate w/o moderation: @realDonaldTrump shapes @GOP policy and debate http://t.co/7MbjN53Vut #TNTweeters #AINF #tlot #tc…,Negative
"if I have to see one more fucken #GOPDebate email, txt, or post I will break my computer in half. dont give these idiots the time of day",Negative
Liberals: is he poor? A victim? Incapable of doing anything? Career politician? No success? He's got my vote! #FeelTheBern #GOPDebate,Positive
Huckabee looks like one of those Muppets up in the balcony. His name even sounds like one. #GOPDebates,Negative
RT @robportman: Congratulations to @ChairmanBorges @katieeagan &amp; the entire @ohiogop for all their hard work on last night's #GOPDebate!,Positive
"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",Positive
RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/BGlK509Gv0,Positive
RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,Negative
Not Usually In To Politics...But This Is Good Entertainment #GOPDebates,Positive
RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,Negative
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
Reminder: Bush #GOPDebates you run FLORIDA,Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
@shutuphannuh I just convinced myself it was a very long SNL skit. If you look at it that way it's less terrifying. #GOPDebate,Negative
RT @MormonDems: Ben Carson: I will end polarization by removing health insurance from 17 million Americans. #Obamacare #GOPDebate,Negative
"@CarlyFiorina trumped 16 candidates,cleared 5 Fox hounds in 2 #GOPDebates  on 1 night in high heels. No sweat. #tcot https://t.co/bwbOTEVnXe",Positive
RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Positive
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
RT @exjon: Rubio wins. #GOPDebate,Positive
RT @MarkDavis: #MegynKelly dogs #BenCarson on some meaningless gaffes.  We're off to a great start. #GOPDebate,Negative
@realDonaldTrump is a treat for us all to enjoy. #GOPDebate,Positive
@notaxation Thank you for your thoughts on the #GOPDebate. How long would you think some of the round 1 candidates will hang around?,Positive
RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
And what a big mistake it was for Wallace to question @realDonaldTrump's business tactics. Never question Trump on business #GOPDebate,Negative
RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,Negative
RT @saadcrates: Watchign @RandPaul knock that self righteous fat half wit @ChrisChristie the F out was so worth it. Great reality TV #GOPDe…,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
"According2my Twitter peeps, I didn't miss a thing tonight. #GOPDebates same empty rhetoric w/no solutions to REAL issues. #GOPIsInBigTrouble",Negative
"GPBSavannah: See ya later, #cleveland. In about a year if not sooner. #GOPdebate #election2016 https://t.co/zNWOFJAy6O",Negative
RT @DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 http://t.co…,Positive
@vlanda Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
@realDonaldTrump was an incredibly unprofessional bitch who broke down the moment he realized everything was going wrong for him.#GOPDebate,Negative
"@kvlxi19xx Yes he does and never claimed that he would do that.
#DUH #DonaldTrump  #GOPDebates",Positive
16% of U.S. homes with TV sets watched last night's #GOPDebate - more than 3x highest-rated debates for 2012 election http://t.co/ele3LMeoxo,Positive
"RT @abb_robertsCBN: “I think most ppl in america understand that people, not the government creates job” @ScottWalker #GOPdebate",Positive
RT @cheeriogrrrl: Obviously @RogerAiles doesn't want @ScottWalker as #President.  Is everyone okay with @FoxNews selecting the #GOP nominee…,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
"@AlexanderSoros As if it wasn't obvious, last night's #GOPDebate sealed the deal. @HillaryClinton is amazing. They were a shande 4 democracy",Negative
RT @danamlancaster: Big fail last night for the digital arm of @FoxNews. http://t.co/k2c6axrECL #GOPDebate,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"Honestly, the candidates that have all the money from establishment #GOP are a sign I shouldn't support them.
#GOPDebate",Negative
After the #GOPDebate all of the promises being made by startups at this tech conference seem quite reasonable.,Positive
"RT @Eitanthegoalie: Imagining Fox News correcting it to ""BERNARD Sanders"" with the same anger and cadence that they say ""Barack HUSSEIN Oba…",Negative
"RT @mostwiselatina: #LatinosListen #GOPDebates
What is wrong with this picture? One A/A man. And no women. We make up 52% of population. ht…",Negative
RT @BiasedGirl: Can we skip the crap next time? Rick Perry and Carly are head &amp; shoulders above the others. #GOPDebate #Perry2016 #Carly2016,Positive
"Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teaparty @gop",Negative
"RT @Shakestweetz: JEB BUSH, OBAMA DID NOT ABANDON IRAQ, BUT LEFT ON A TIMELINE ESTABLISHED BY YOUR BROTHER. JESUS CHRIST. #GOPDebate",Negative
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
"RT @ChuckNellis: 2 names should be trending after #GOPDebate, #CarlyFiorina &amp; #TedCruz, the winners of round 1.",Positive
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative
RT @ChuckNellis: Ted Cruz might have only gotten 3 or 4 at bats but he hit the ball hard each try he got. He did EXCELLENT. #GOPDebate,Positive
"RT @Will_Bunch: So smart of Kasich to say, essentially, ""I hear the concerns of Trump voters except that I'm sane"" #GOPDebates",Positive
"RT @TotalFutbalNow: #GOPDebate Ben Carson, the GOP depends on uneducated voters!",Negative
Here's why Fox News wasn't streaming #GOPDebate last night: http://t.co/7soOwGIuno http://t.co/wX5gO1thNu,Negative
RT @funnyordie: This feels like FOX News tried to be the cool parents that let their kids have a party &amp; now the house is on fire. #GOPDeba…,Negative
"@DanScavino Rick Santorum ranks #13 in GOP field on Twitter mentions over last 60min
#gopdebate
https://t.co/F687D6Objl
#potus2016",Positive
"Megyn wins.

#GOPDebate (via @wesjonesDC)
http://t.co/Rp6Q741IJj",Positive
RT @tylercreighton: Weird. The GOP candidates didn't want to talk about the billionaires funding their campaigns. http://t.co/C4VDTHr3SD #G…,Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
@MitchellReports #NJ @GovChristie is #AmericasMostCorruptGovernor. @FoxNews didn't challenge him on any of his lies. #GOPDebate #BeanBag,Negative
"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
A pollster just called and I told them @realDonaldTrump won! Go Trump Go! #Trump #GOPDebates,Positive
@politicalAnt Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @BiasedGirl: Expose him now. Then he is The Clinton's problem. Not ours. #DumpTrump #GOPDebate #JigIsUp  https://t.co/MM2dVMCQQb,Negative
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
America is a miracle country. 🇺🇸. #GOPDebates,Positive
Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d,Positive
@drshow Misogyny is good for ratings. #GOPDebates,Negative
#GOPDebates Ben Carson take my advice and try to be the surgeon general,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
Oh… I understand now. The movie “Idiocracy” is actually a documentary.  #GOPDebate,Negative
RT @tkords: Just finished the #GOPDebate. Two hours of excellent tough questions without a single one being properly answered or addressed.,Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @WayneDupreeShow: @FoxNews is still trying 2 destroy @RealDonaldTrump huh?

Guess they have to cover up why they only spent 1:30 on race…",Negative
RT @pattonoswalt: I loved Scott Walker as Mark Harmon's romantic rival in SUMMER SCHOOL. Look it up. #GOPDebate,Positive
RT @saramarietweets: Agree!!! @CarlyFiorina #GOPDebate  https://t.co/hIwQ4EMa3F,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,Positive
"RT @ChadPergram: Cruz: We need a commander in chief who makes clear if you join ISIS, then you are signing your death warrant. #GOPDebate",Positive
"Why does Christie keep saying he was appointed as US Atty Sept 10? He was appt in December of that year. Come on, dude #GOPDebate",Negative
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
"Slept 10 hrs last night, right through the #GOPDebate 
Judging from tweets, that was very beneficial to my health.",Negative
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Positive
"Looks like @RealBenCarson &amp; @marcorubio were the big winners of the #GOPDebate, and I agree! http://t.co/g8FYUmFxUn",Positive
he wont get the nomination but John Kasich spoke a whole lot of sense #GOPDebate,Positive
Biggest winner &amp; loser of #GOPDebate? @FoxNews: Moderation WIN; App &amp; live streaming FAIL. @juanasummers &amp; @film_girl http://t.co/4HSpigrZTA,Negative
"#GOPdebates Rerun. Hate unions, states rights, damn immigrants, no abortion, privacy is bad, love war, Obama did it. I'm out.",Negative
RT @richarddeitsch: .@FrankBruni on #GOPDebate is a writer at the top of his game: http://t.co/jTs30aLyUi,Positive
"@marcorubio As part of the Luntz focus group, I can report you received the most consistent &amp; highest favorable ratings!
#GOPDebate",Positive
Anyone think we'll get questions on #climatechange?  #gopdebates,Negative
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"Still deciding...Carson, Huckabee and Cruz did well in round 2. So who do you think won? #GOPDebates",Positive
RT @erinrook: Spoiler alert: Every #Republican candidate thinks he knows what #God wants. #GOPDebate,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Negative
RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn,Positive
"RT @msgoddessrises: #Common Core #Bush ""I'm for higher standards ending social promotion-statewide voucher program challenging teachers uni…",Positive
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
"Babara Boxer running a CHECK on Carly Fiorina and her record in Calif. Outsourcing jobs, lining her pockets w/$$$, corp welfare #GOPDebate",Positive
.@comcast I couldn't even live tweet the #GOPDebate because your internet is so slow. And the world was lesser for that @comcastcares #fail,Negative
Megyn Kelly did a fantastic job last night and I couldn't be more proud to have her as a role model. :) #GOPDebate,Positive
#GOPDebate @RealAlexJones did ted cruz make a name for himself after saying americans deserve to know the truth,Positive
RT @JohnFict: Should @megynkelly have acted like @CandyCrowley last night and coddled them? HELL NO! #tcot #GOPDebate get the dirty laundry…,Positive
RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,Negative
@megynkelly #GOPDebate What's your thoughts on the comments on your Facebook page concerning #Trump ?s having a Motive behind them,Negative
"My favorite moment from last night's #GOPDebate. (Not an endorsement.)
https://t.co/w53nMImi83",Positive
Funny to see Megyn pretend to stick up for women (vs Trump) while championing the party that hates woman every single day. #GOPDebates,Negative
@realDonaldTrump explains campaign finance at #GOPDebate lat night. Very insightful piece by @voxdotcom http://t.co/LostDaifAn,Positive
"It's obvious he got to #megynkelly - Rupert Murdoch Wants Fox To 'Back Off The #Trump Coverage http://t.co/Ao0zZFzEp1

#Trump2016 #GOPDebate",Negative
RT @alexandergold: Kim Kardashian and Kanye West's selfie with Hillary Clinton is more important than anything said at the #GOPDebate.,Positive
RT @emberlivi: I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING #GOPDebates #ZOMBIEREAGAN,Negative
"RT @Thomasismyuncle: Just so libs know... if you ever put Marco Rubio on a stage to debate Hillary, make sure she wears her Depends cause D…",Positive
"Who won the #GOPDebates ? I'd say it's between Carson, Cruz, and Trump.",Positive
"Dear #GOP, Nobody likes Abortion, we just don't want republicans raping our children and getting away with it. #GopDebates",Negative
"NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q",Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
Did anybody see Trump's face when Rubio mentioned #ElChapo last night? The horror. #GOPDebate,Negative
Can't wait to see the #SNL skits relating to the #GOPdebates or candidates... Make sure you mention God every other sentence.,Negative
"RT @climatebrad: .@JebBush's Million-Dollar Donors, updated thx to @zachmider http://t.co/K3BcdnUTM0 #GOPDebate http://t.co/qdiwcwNQY0",Negative
"RT @YaakovSchapiro: Thank you @FoxNews @BretBaier @megynkelly Chris Wallace, &amp; team, you guys put in tremendous amount of work for tonight'…",Positive
"RT @mrjamesmack: In the aftermath of the #GOPdebate clown car incident, let us recall @stanblackley's finest hour. http://t.co/K6uADAOIvc",Negative
Hmm which chapter in the bible says we should all have guns? #GOPDebates,Negative
The format for the next #GOPDebate has to change. Make it 3hrs. 8:00 to 11:00 with all candidates on stage. We deserve this! #outnumbered,Negative
RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
".@AnnTBush @OnlyTruthReign
Cancel primaries. Fox Party set up/anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/bgzYsySfSU",Negative
"The Entrepreneurship Party believes winner of last night's GOP Debate was #1 Governor Jeb Bush followed by #2 John Kasich,#GOPDEBATE #jeb",Positive
"RT @steakNstiffarms: I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates",Positive
"@ShawnSuth Don't be misled. It was like a 5/10 tweet party. The #GOPDebate, on the other hand, would have been incredible.",Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
"Protect your business get it in writing with contracts, Don't be unprepared like some of the GOP candidates. Free 30 min consult #GOPDebate",Negative
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
".@brithume: ""I think we have a clear winner ... Carly Fiorina"" #GOPDebate #Carly2016 https://t.co/3JmYdIdcdf",Positive
"@DWStweets the only word that you could come up with to sum the #GOPDebate was ""Misogyny"" ....seriously?? #BYE",Negative
#Trump calls @JebBush a gentleman. #GOPdebates,Positive
RT @ShonTony: “@TheDemocrats: #GOPDebate is looking a lot like this: http://t.co/W8UMl4Cyee” #TrumpEffect,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
FOX #GOPDebate drew 10 million viewers. No Democrat primary debate has ever attracted anything like this...-- Rush,Positive
"@ericbolling ppl say @realDonaldTrump needs specifics. so, WHY did #GOPDebate panel give all THOSE type of questions to opponents?! RIGGED!",Positive
"RT @UnitedCitizen01: @FOXNEWS #GOPdebates

Focus Group is a LAUGH.  NOT STATISTICALLY SIgnificant.",Negative
RT @alexandraheuser: CONGRATULATIONS .@RickSantorum GR8 job at #GOPDebate 2night #GameON #Rick2016 https://t.co/Lf4cHPrf7h,Positive
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Positive
RT @JohnKasich: John Kasich knows how to balance budgets because he's actually done it. He will do it again. #GOPDebate http://t.co/LuyfKOK…,Positive
"RT @lifeisageless: Biggest loser of #GOPDebate is , wait for it.....  @megynkelly",Negative
"@Livestream #GOPDebate or if he gets d GOP nomination, he will never get the Black, Hispanic, Asian, Gay, Unions, vote 2 win 2D White House",Negative
#RealityCheck: Rupert Murdoch &amp; Valerie Jarrett gushing over Jeb Bush (&amp; each other) #2016election #GOPDebate http://t.co/Ml4uvBrUVv,Negative
I thought @megynkelly did an awesome job at the #GOPDebate personally,Positive
Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
GOP Debate News - Trump Shocks GOP Faithful http://t.co/OKOqZojXFJ  #DonaldTrump  #GOPDebate http://t.co/yTusGmoClG,Positive
"@CNN No, but I watched a couple of kids argue over who had a better birthday at work. I figure the #GOPDebate went a similar way.",Negative
Missing the #GOPDebates makes me glad I don't have cable. Missing #JonStewart last show makes me sad I don't have cable. #JonVoyage,Positive
"Relevant Song of the Day - THE BOXER,Simon Garfunkle i.e. 'candidates  debate' http://t.co/0UxvHaE4UX #gopdebate #politics 📷 @WTCPolitics1",Negative
"RT @laurenacooley: NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q",Positive
That #GOPDebate was straight up #privilegeporn.  Loved it!!!,Positive
"RT @PuestoLoco: .@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/b…",Negative
Did Trump Implode in #FOXdebate? Special new @hlcpodcast #GOPdebate edition http://t.co/HEYhWpWUWx #mapoli #nhpolitics #mepolitics #trump,Negative
RT @Writeintrump: Every time that bell rings Rand Paul's little poodle ears keep perking up.  #GOPDebate,Negative
Jeb swinging hard...drawing it back to his accomplishments.....are Kasich and Walker still there?  #gopdebates #foxdebates,Positive
RT @UniteWomenOrg: #CarlyFiorina is perfect GOP candidate. Great performance at #GOPDebate with 0% truth rating via @PolitiFact,Positive
RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/rV90KrHkmI,Positive
"RT @Shaughn_A: I can think of at least 1 person @CarlyFiorina shld've replaces. Was @JebBush even on the #GOPDebate stage? 😕

#tcot http://…",Negative
"RT @Erasing_Us: Women do NOT find Trump thinking @Rosie is a fat disgusting dyke pig is ""offensive."" They think shes a fat disgusting dyke …",Negative
RT @TheXclass: #GOPDebate taught us that it's OK to buy Democracy and sacrifice Other Peoples Kids in WAR! to make the whole thing profitab…,Negative
RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,Positive
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
"RT @devindwyer: ""Anyone have any more questions?"" #TrumpCrush #GOPdebates http://t.co/bDUX3nKyTe",Positive
#RNC needs those #Trump2016 voters to win gen elect- without them hiliary is next pres. #GOPDebates #FoxNews. Be Fair-bench MW &amp; @megynkelly,Positive
"#Fiorina is presidential material.  Looking forward to seeing her surge.
#GOPDebate",Positive
@aliseeeeb captured the #GOPDebate perfectly http://t.co/3UNfah5r4A,Negative
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
Lots of creepy plain clothes cops and body men protecting #ScottWalker #GOPDebate,Negative
Watching @megynkelly ask Trump about the sexist stuff again and that couldn't have been easy. While the crowd roars its misogyny. #GOPDebate,Negative
RT @ctmommy: pre-debate @megynkelly “Oh we have a secret plan on how to deal with @realDonaldTrump…” LOL. TO INCREASE HIS SUPPORT???  @FoxN…,Negative
"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates",Negative
"RT @Gabby_Hoffman: .@tedcruz is the smartest, most underrated candidate up on stage. We should be looking to him for leadership. #GOPDebate",Positive
"RT @tedcruz: We've seen a lot of campaign conservatives, but if we're going to win in 2016, we need a consistent conservative. #GOPDebate #…",Positive
